Question,Answer,Score
Model that has Multivariate Adaptive Regression Splines?,Bagged FDA using gCV Pruning (bagFDAGCV),0.7507914224928681
Model for Classification?,Generalized Additive Model using Splines (bam),0.9146642432859508
Model for Regression?,Generalized Additive Model using Splines (bam),0.8112954847306106
Generalized Additive Model?,Generalized Additive Model using Splines (bam),0.674607494828614
Generalized Linear Model?,Generalized Additive Model using Splines (bam),0.6090778460186574
Model for Classification?,Bayesian Additive Regression Trees (bartMachine),0.9820988643757376
Model for Regression?,Bayesian Additive Regression Trees (bartMachine),0.898375928975949
Bayesian Model?,Bayesian Additive Regression Trees (bartMachine),0.74782130311169
Model that has Implicit Feature Selection?,Bayesian Additive Regression Trees (bartMachine),0.8831318495669291
Tree-Based Model?,Bayesian Additive Regression Trees (bartMachine),0.7555932960047639
Model that has Two Class Only?,Bayesian Additive Regression Trees (bartMachine),0.8937316799913256
Model for Classification?,Bayesian Generalized Linear Model (bayesglm),0.9106698899649565
Model for Regression?,Bayesian Generalized Linear Model (bayesglm),0.8136035303511417
What model Accepts Case Weights?,Bayesian Generalized Linear Model (bayesglm),0.8087341102172638
Bayesian Model?,Bayesian Generalized Linear Model (bayesglm),0.6768241887263494
Generalized Linear Model?,Bayesian Generalized Linear Model (bayesglm),0.760007281293912
Model that has Linear Classifier?,Bayesian Generalized Linear Model (bayesglm),0.9232605498347519
Model that has Logistic Regression?,Bayesian Generalized Linear Model (bayesglm),0.8031159162505384
Model for Classification?,Binary Discriminant Analysis (binda),0.8898476503654855
Model that has Binary Predictors Only?,Binary Discriminant Analysis (binda),0.8749639868564798
Model that has Discriminant Analysis?,Binary Discriminant Analysis (binda),0.7549454934145505
Model that has Two Class Only?,Binary Discriminant Analysis (binda),0.7653944057813895
Model for Classification?,Boosted Tree (blackboost),0.8571782836932373
Model for Regression?,Boosted Tree (blackboost),0.9064434370582918
What model Accepts Case Weights?,Boosted Tree (blackboost),0.7277176618974557
Model that has Boosting?,Boosted Tree (blackboost),0.7707722477966192
Ensemble Model?,Boosted Tree (blackboost),0.7028507641324891
Tree-Based Model?,Boosted Tree (blackboost),0.6429009147327975
Model for Regression?,The Bayesian lasso (blasso),0.8087511385294656
Bayesian Model?,The Bayesian lasso (blasso),0.7156569136130175
Model that has Implicit Feature Selection?,The Bayesian lasso (blasso),0.8986514464845101
Model that has L1 Regularization?,The Bayesian lasso (blasso),0.8782282788011091
Model that has Linear Regression?,The Bayesian lasso (blasso),0.9268733872407755
Model for Regression?,Bayesian Ridge Regression (Model Averaged) (blassoAveraged),0.8750559740114329
Bayesian Model?,Bayesian Ridge Regression (Model Averaged) (blassoAveraged),0.7668942407140174
Model that has L1 Regularization?,Bayesian Ridge Regression (Model Averaged) (blassoAveraged),0.7900957636372917
Model that has Linear Regression?,Bayesian Ridge Regression (Model Averaged) (blassoAveraged),0.8373798634658928
Model for Regression?,Bayesian Ridge Regression (bridge),0.9406565012598778
Bayesian Model?,Bayesian Ridge Regression (bridge),0.6466665368526028
Model that has L2 Regularization?,Bayesian Ridge Regression (bridge),0.8523396964656519
Model that has Linear Regression?,Bayesian Ridge Regression (bridge),0.9404662572689252
Model for Regression?,Bayesian Regularized Neural Networks (brnn),0.8627399582297502
Bayesian Model?,Bayesian Regularized Neural Networks (brnn),0.7902774907263714
Model that has Neural Network?,Bayesian Regularized Neural Networks (brnn),0.9421859417435405
Model that has Regularization?,Bayesian Regularized Neural Networks (brnn),0.9436663059182031
Model for Classification?,Boosted Linear Model (BstLm),0.8414912747229372
Model for Regression?,Boosted Linear Model (BstLm),0.9271289156940032
Model that has Boosting?,Boosted Linear Model (BstLm),0.7523882533369622
Ensemble Model?,Boosted Linear Model (BstLm),0.7980113108133463
Model that has Implicit Feature Selection?,Boosted Linear Model (BstLm),0.7945807565816669
Model that has Linear Regression?,Boosted Linear Model (BstLm),0.9342691519355533
Model for Classification?,Boosted Smoothing Spline (bstSm),0.8826702720832701
Model for Regression?,Boosted Smoothing Spline (bstSm),0.855980241440699
Model that has Boosting?,Boosted Smoothing Spline (bstSm),0.9349243496289091
Ensemble Model?,Boosted Smoothing Spline (bstSm),0.6891828020397026
Model that has Implicit Feature Selection?,Boosted Smoothing Spline (bstSm),0.7772831884861946
Model for Classification?,Boosted Tree (bstTree),0.9655738568808923
Model for Regression?,Boosted Tree (bstTree),0.870230920473932
Model that has Boosting?,Boosted Tree (bstTree),0.8700997428596723
Ensemble Model?,Boosted Tree (bstTree),0.699073926124284
Tree-Based Model?,Boosted Tree (bstTree),0.781785090902071
Model for Classification?,C5.0 (C5.0),0.8993439120097636
What model Accepts Case Weights?,C5.0 (C5.0),0.7594277262108858
Model that has Boosting?,C5.0 (C5.0),0.9477354893763974
Ensemble Model?,C5.0 (C5.0),0.7152535677917508
Model that has Handle Missing Predictor Data?,C5.0 (C5.0),0.8227578706908848
Model that has Implicit Feature Selection?,C5.0 (C5.0),0.8371470985839983
Rule-Based Model?,C5.0 (C5.0),0.7011138697154994
Tree-Based Model?,C5.0 (C5.0),0.7613456847319031
Model for Classification?,Cost-Sensitive C5.0 (C5.0Cost),0.9447159544173283
What model Accepts Case Weights?,Cost-Sensitive C5.0 (C5.0Cost),0.7638789343403352
Model that has Boosting?,Cost-Sensitive C5.0 (C5.0Cost),0.7711849037333782
Model that has Cost Sensitive Learning?,Cost-Sensitive C5.0 (C5.0Cost),0.8944468369810322
Ensemble Model?,Cost-Sensitive C5.0 (C5.0Cost),0.6303260183760597
Model that has Handle Missing Predictor Data?,Cost-Sensitive C5.0 (C5.0Cost),0.7723132477832657
Model that has Implicit Feature Selection?,Cost-Sensitive C5.0 (C5.0Cost),0.8369504872629943
Rule-Based Model?,Cost-Sensitive C5.0 (C5.0Cost),0.6501557134121215
Tree-Based Model?,Cost-Sensitive C5.0 (C5.0Cost),0.7176021147539475
Model that has Two Class Only?,Cost-Sensitive C5.0 (C5.0Cost),0.8302827082866422
Model for Classification?,Single C5.0 Ruleset (C5.0Rules),0.9951069066488935
What model Accepts Case Weights?,Single C5.0 Ruleset (C5.0Rules),0.7557689302422775
Model that has Handle Missing Predictor Data?,Single C5.0 Ruleset (C5.0Rules),0.7929130680468529
Model that has Implicit Feature Selection?,Single C5.0 Ruleset (C5.0Rules),0.8431635498550061
Rule-Based Model?,Single C5.0 Ruleset (C5.0Rules),0.7032962008320959
Model for Classification?,Single C5.0 Tree (C5.0Tree),0.9342892807032936
What model Accepts Case Weights?,Single C5.0 Tree (C5.0Tree),0.7572846184947316
Model that has Handle Missing Predictor Data?,Single C5.0 Tree (C5.0Tree),0.8674528923201371
Model that has Implicit Feature Selection?,Single C5.0 Tree (C5.0Tree),0.878705994634758
Tree-Based Model?,Single C5.0 Tree (C5.0Tree),0.729717810576668
Model for Classification?,Conditional Inference Random Forest (cforest),0.9203206896686968
Model for Regression?,Conditional Inference Random Forest (cforest),0.9183951838273182
What model Accepts Case Weights?,Conditional Inference Random Forest (cforest),0.8412381469187579
Model that has Bagging?,Conditional Inference Random Forest (cforest),0.8911103292662226
Ensemble Model?,Conditional Inference Random Forest (cforest),0.6274639407140474
Model that has Implicit Feature Selection?,Conditional Inference Random Forest (cforest),0.907045029988699
Model that has Random Forest?,Conditional Inference Random Forest (cforest),0.7844919660513927
Model for Classification?,CHi-squared Automated Interaction Detection (chaid),0.8140977546175671
What model Accepts Case Weights?,CHi-squared Automated Interaction Detection (chaid),0.7593398925450874
Model that has Implicit Feature Selection?,CHi-squared Automated Interaction Detection (chaid),0.8179178571643442
Tree-Based Model?,CHi-squared Automated Interaction Detection (chaid),0.7383903444040341
Model that has Two Class Only?,CHi-squared Automated Interaction Detection (chaid),0.8122656217894453
Model for Classification?,SIMCA (CSimca),0.9377263127162708
Robust Model?,SIMCA (CSimca),0.6612177635691817
Model for Classification?,Conditional Inference Tree (ctree),0.9575959415126634
Model for Regression?,Conditional Inference Tree (ctree),0.9057871950988715
What model Accepts Case Weights?,Conditional Inference Tree (ctree),0.8084889780673852
Model that has Implicit Feature Selection?,Conditional Inference Tree (ctree),0.7501973691558874
Tree-Based Model?,Conditional Inference Tree (ctree),0.6405273417962605
Model for Classification?,Conditional Inference Tree (ctree2),0.9786770062036527
Model for Regression?,Conditional Inference Tree (ctree2),0.987782135824519
What model Accepts Case Weights?,Conditional Inference Tree (ctree2),0.7498311039138589
Model that has Implicit Feature Selection?,Conditional Inference Tree (ctree2),0.7817425695815435
Tree-Based Model?,Conditional Inference Tree (ctree2),0.7101202258307941
Model for Regression?,Cubist (cubist),0.8435025474930345
Model that has Boosting?,Cubist (cubist),0.902528168952062
Ensemble Model?,Cubist (cubist),0.7096189384231519
Model that has Implicit Feature Selection?,Cubist (cubist),0.8440756866466492
Model that has Linear Regression?,Cubist (cubist),0.805509148025831
Model Tree?,Cubist (cubist),0.7197511505960821
Prototype Models?,Cubist (cubist),0.68891866511843
Rule-Based Model?,Cubist (cubist),0.6786228123097457
Model for Classification?,Diagonal Discriminant Analysis (dda),0.9697110977217048
Model that has Discriminant Analysis?,Diagonal Discriminant Analysis (dda),0.9106640424401728
Model that has Linear Classifier?,Diagonal Discriminant Analysis (dda),0.8159028792005015
Polynomial Model?,Diagonal Discriminant Analysis (dda),0.6289277988895385
Model that has Regularization?,Diagonal Discriminant Analysis (dda),0.9140469630337184
Model for Classification?,DeepBoost (deepboost),0.9183094943050166
What model Accepts Case Weights?,DeepBoost (deepboost),0.8991505810302607
Model that has Boosting?,DeepBoost (deepboost),0.9424731907089271
Ensemble Model?,DeepBoost (deepboost),0.6197800954938772
Model that has Implicit Feature Selection?,DeepBoost (deepboost),0.9250072951797634
Model that has L1 Regularization?,DeepBoost (deepboost),0.9404830216371403
Tree-Based Model?,DeepBoost (deepboost),0.7262947854916082
Model that has Two Class Only?,DeepBoost (deepboost),0.8861230565681228
Model for Regression?,Dynamic Evolving Neural-Fuzzy Inference System  (DENFIS),0.9555917816962739
Rule-Based Model?,Dynamic Evolving Neural-Fuzzy Inference System  (DENFIS),0.648608028260482
Model for Classification?,Stacked AutoEncoder Deep Neural Network (dnn),0.8841184611847543
Model for Regression?,Stacked AutoEncoder Deep Neural Network (dnn),0.8839269365389082
Model that has Neural Network?,Stacked AutoEncoder Deep Neural Network (dnn),0.782337789863273
Model for Classification?,Linear Distance Weighted Discrimination (dwdLinear),0.8579858836840552
Model that has Discriminant Analysis?,Linear Distance Weighted Discrimination (dwdLinear),0.9276355642104683
Model that has Distance Weighted Discrimination?,Linear Distance Weighted Discrimination (dwdLinear),0.9404004275495459
Model that has Kernel Method?,Linear Distance Weighted Discrimination (dwdLinear),0.7573870936622693
Model that has L2 Regularization?,Linear Distance Weighted Discrimination (dwdLinear),0.8495768997008352
Model that has Linear Classifier?,Linear Distance Weighted Discrimination (dwdLinear),0.839087563166852
Model that has Two Class Only?,Linear Distance Weighted Discrimination (dwdLinear),0.9153228875549548
Model for Classification?,Distance Weighted Discrimination with Polynomial Kernel (dwdPoly),0.813874382622628
Model that has Discriminant Analysis?,Distance Weighted Discrimination with Polynomial Kernel (dwdPoly),0.8134481152730241
Model that has Distance Weighted Discrimination?,Distance Weighted Discrimination with Polynomial Kernel (dwdPoly),0.8519641892737687
Model that has Kernel Method?,Distance Weighted Discrimination with Polynomial Kernel (dwdPoly),0.9024892356529217
Model that has L2 Regularization?,Distance Weighted Discrimination with Polynomial Kernel (dwdPoly),0.8565455242204796
Polynomial Model?,Distance Weighted Discrimination with Polynomial Kernel (dwdPoly),0.6252645499887913
Model that has Two Class Only?,Distance Weighted Discrimination with Polynomial Kernel (dwdPoly),0.9092426681376286
Model for Classification?,Distance Weighted Discrimination with Radial Basis Function Kernel (dwdRadial),0.9339241536907286
Model that has Discriminant Analysis?,Distance Weighted Discrimination with Radial Basis Function Kernel (dwdRadial),0.8453197133857403
Model that has Distance Weighted Discrimination?,Distance Weighted Discrimination with Radial Basis Function Kernel (dwdRadial),0.8894967838466901
Model that has Kernel Method?,Distance Weighted Discrimination with Radial Basis Function Kernel (dwdRadial),0.7531202166255484
Model that has L2 Regularization?,Distance Weighted Discrimination with Radial Basis Function Kernel (dwdRadial),0.839679450628945
Model that has Radial Basis Function?,Distance Weighted Discrimination with Radial Basis Function Kernel (dwdRadial),0.7835496814120547
Model that has Two Class Only?,Distance Weighted Discrimination with Radial Basis Function Kernel (dwdRadial),0.7903080737434331
Model for Classification?,Multivariate Adaptive Regression Spline (earth),0.8713120295651907
Model for Regression?,Multivariate Adaptive Regression Spline (earth),0.9500069075134513
What model Accepts Case Weights?,Multivariate Adaptive Regression Spline (earth),0.7247331506679435
Model that has Implicit Feature Selection?,Multivariate Adaptive Regression Spline (earth),0.7799825242963825
Model that has Multivariate Adaptive Regression Splines?,Multivariate Adaptive Regression Spline (earth),0.8419672390670853
Model for Classification?,Extreme Learning Machine (elm),0.9149944762519314
Model for Regression?,Extreme Learning Machine (elm),0.8250925597240228
Model that has Neural Network?,Extreme Learning Machine (elm),0.8152318825971855
Model for Regression?,Elasticnet (enet),0.8621281984606212
Model that has Implicit Feature Selection?,Elasticnet (enet),0.7590417085976942
Model that has L1 Regularization?,Elasticnet (enet),0.775971335770611
Model that has Linear Regression?,Elasticnet (enet),0.9020864014161489
Model for Classification?,Tree Models from Genetic Algorithms (evtree),0.9437842954277769
Model for Regression?,Tree Models from Genetic Algorithms (evtree),0.8675276923591178
What model Accepts Case Weights?,Tree Models from Genetic Algorithms (evtree),0.7752214989482957
Model that has Implicit Feature Selection?,Tree Models from Genetic Algorithms (evtree),0.7656711796231406
Tree-Based Model?,Tree Models from Genetic Algorithms (evtree),0.7663109887439867
Model for Classification?,Random Forest by Randomization (extraTrees),0.9570593031893362
Model for Regression?,Random Forest by Randomization (extraTrees),0.9547006255170705
Model that has Bagging?,Random Forest by Randomization (extraTrees),0.8132893773728934
Ensemble Model?,Random Forest by Randomization (extraTrees),0.6182932899627571
Model that has Implicit Feature Selection?,Random Forest by Randomization (extraTrees),0.7503627313361134
Model that has Random Forest?,Random Forest by Randomization (extraTrees),0.9402626507007965
Model for Classification?,Flexible Discriminant Analysis (fda),0.9032596477777642
What model Accepts Case Weights?,Flexible Discriminant Analysis (fda),0.8523751388432013
Model that has Implicit Feature Selection?,Flexible Discriminant Analysis (fda),0.8361772088994709
Model that has Multivariate Adaptive Regression Splines?,Flexible Discriminant Analysis (fda),0.9387220327789341
Model for Classification?,Fuzzy Rules Using Genetic Cooperative-Competitive Learning and Pittsburgh (FH.GBML),0.8968953613841528
Rule-Based Model?,Fuzzy Rules Using Genetic Cooperative-Competitive Learning and Pittsburgh (FH.GBML),0.7723998032806156
Model for Regression?,Fuzzy Inference Rules by Descent Method (FIR.DM),0.8172196215206404
Rule-Based Model?,Fuzzy Inference Rules by Descent Method (FIR.DM),0.7441602016796984
Model for Regression?,Ridge Regression with Variable Selection (foba),0.8864675955090563
Model that has Feature Selection Wrapper?,Ridge Regression with Variable Selection (foba),0.7898850462567527
Model that has L2 Regularization?,Ridge Regression with Variable Selection (foba),0.7619581132885671
Model that has Linear Regression?,Ridge Regression with Variable Selection (foba),0.8020508919582287
Model that has Ridge Regression?,Ridge Regression with Variable Selection (foba),0.7803503642061973
Model for Classification?,Fuzzy Rules Using Chi's Method (FRBCS.CHI),0.9326124494680794
Rule-Based Model?,Fuzzy Rules Using Chi's Method (FRBCS.CHI),0.6265555154385534
Model for Classification?,Fuzzy Rules with Weight Factor (FRBCS.W),0.8951971845692515
Rule-Based Model?,Fuzzy Rules with Weight Factor (FRBCS.W),0.7403333921146841
Model for Regression?,Simplified TSK Fuzzy Rules (FS.HGD),0.8553633534889923
Rule-Based Model?,Simplified TSK Fuzzy Rules (FS.HGD),0.6293116065247486
Model for Classification?,Generalized Additive Model using Splines (gam),0.8606391106245602
Model for Regression?,Generalized Additive Model using Splines (gam),0.9068580537487403
Generalized Additive Model?,Generalized Additive Model using Splines (gam),0.6361984974145606
Generalized Linear Model?,Generalized Additive Model using Splines (gam),0.6354172873184271
Model for Classification?,Boosted Generalized Additive Model (gamboost),0.8720917371022816
Model for Regression?,Boosted Generalized Additive Model (gamboost),0.9964284192816724
What model Accepts Case Weights?,Boosted Generalized Additive Model (gamboost),0.7044096910839963
Model that has Boosting?,Boosted Generalized Additive Model (gamboost),0.7699976530899473
Ensemble Model?,Boosted Generalized Additive Model (gamboost),0.7818601500374875
Generalized Additive Model?,Boosted Generalized Additive Model (gamboost),0.6084507719002437
Model that has Implicit Feature Selection?,Boosted Generalized Additive Model (gamboost),0.8742284638298012
Model that has Two Class Only?,Boosted Generalized Additive Model (gamboost),0.8879695076136607
Model for Classification?,Generalized Additive Model using LOESS (gamLoess),0.9342674372951134
Model for Regression?,Generalized Additive Model using LOESS (gamLoess),0.9662788453864426
Generalized Additive Model?,Generalized Additive Model using LOESS (gamLoess),0.7913633993175908
Generalized Linear Model?,Generalized Additive Model using LOESS (gamLoess),0.7226620987310544
Model for Classification?,Generalized Additive Model using Splines (gamSpline),0.8809212918651232
Model for Regression?,Generalized Additive Model using Splines (gamSpline),0.9149555541146289
Generalized Additive Model?,Generalized Additive Model using Splines (gamSpline),0.6360112760891133
Generalized Linear Model?,Generalized Additive Model using Splines (gamSpline),0.7263981848174039
Model for Classification?,Gaussian Process (gaussprLinear),0.8338686789098215
Model for Regression?,Gaussian Process (gaussprLinear),0.9309983883866992
Model that has Gaussian Process?,Gaussian Process (gaussprLinear),0.9116037254186249
Model that has Kernel Method?,Gaussian Process (gaussprLinear),0.888249987126994
Model that has Linear Classifier?,Gaussian Process (gaussprLinear),0.9238447357740841
Model for Classification?,Gaussian Process with Polynomial Kernel (gaussprPoly),0.8255764139834927
Model for Regression?,Gaussian Process with Polynomial Kernel (gaussprPoly),0.9361366036574275
Model that has Gaussian Process?,Gaussian Process with Polynomial Kernel (gaussprPoly),0.9387320028664277
Model that has Kernel Method?,Gaussian Process with Polynomial Kernel (gaussprPoly),0.9009606357929034
Polynomial Model?,Gaussian Process with Polynomial Kernel (gaussprPoly),0.6951172429872432
Model for Classification?,Gaussian Process with Radial Basis Function Kernel (gaussprRadial),0.8053715817046521
Model for Regression?,Gaussian Process with Radial Basis Function Kernel (gaussprRadial),0.9467301258119081
Model that has Gaussian Process?,Gaussian Process with Radial Basis Function Kernel (gaussprRadial),0.9117986083718841
Model that has Kernel Method?,Gaussian Process with Radial Basis Function Kernel (gaussprRadial),0.8178454462385643
Model that has Radial Basis Function?,Gaussian Process with Radial Basis Function Kernel (gaussprRadial),0.7838125322821714
Model for Classification?,Gradient Boosting Machines (gbm_h2o),0.8557277236689088
Model for Regression?,Gradient Boosting Machines (gbm_h2o),0.9019484692771088
Model that has Boosting?,Gradient Boosting Machines (gbm_h2o),0.9499492809235848
Ensemble Model?,Gradient Boosting Machines (gbm_h2o),0.6476099815914372
Model that has Implicit Feature Selection?,Gradient Boosting Machines (gbm_h2o),0.8312845374909663
Tree-Based Model?,Gradient Boosting Machines (gbm_h2o),0.6687551525177753
Model for Classification?,Stochastic Gradient Boosting (gbm),0.8486078067343439
Model for Regression?,Stochastic Gradient Boosting (gbm),0.951683018157639
What model Accepts Case Weights?,Stochastic Gradient Boosting (gbm),0.8301263541161196
Model that has Boosting?,Stochastic Gradient Boosting (gbm),0.780749915926663
Ensemble Model?,Stochastic Gradient Boosting (gbm),0.7736908838611039
Model that has Implicit Feature Selection?,Stochastic Gradient Boosting (gbm),0.7581108646643804
Tree-Based Model?,Stochastic Gradient Boosting (gbm),0.6157177051527531
Model for Classification?,Multivariate Adaptive Regression Splines (gcvEarth),0.8497573576865917
Model for Regression?,Multivariate Adaptive Regression Splines (gcvEarth),0.9658374060721598
What model Accepts Case Weights?,Multivariate Adaptive Regression Splines (gcvEarth),0.7439342275835656
Model that has Implicit Feature Selection?,Multivariate Adaptive Regression Splines (gcvEarth),0.8738862848645752
Model that has Multivariate Adaptive Regression Splines?,Multivariate Adaptive Regression Splines (gcvEarth),0.7555486847231406
Model for Regression?,Fuzzy Rules via MOGUL (GFS.FR.MOGUL),0.8890079788595814
Rule-Based Model?,Fuzzy Rules via MOGUL (GFS.FR.MOGUL),0.795162514664197
Model for Regression?,Genetic Lateral Tuning and Rule Selection of Linguistic Fuzzy Systems (GFS.LT.RS),0.9244902387311841
Rule-Based Model?,Genetic Lateral Tuning and Rule Selection of Linguistic Fuzzy Systems (GFS.LT.RS),0.7189221547310589
Model for Regression?,Fuzzy Rules via Thrift (GFS.THRIFT),0.9710831276849138
Rule-Based Model?,Fuzzy Rules via Thrift (GFS.THRIFT),0.6252160961800108
Model for Regression?,Negative Binomial Generalized Linear Model (glm.nb),0.8548474556413931
What model Accepts Case Weights?,Negative Binomial Generalized Linear Model (glm.nb),0.7717048659809196
Generalized Linear Model?,Negative Binomial Generalized Linear Model (glm.nb),0.6071014585146515
Model for Classification?,Generalized Linear Model (glm),0.9445149235413082
Model for Regression?,Generalized Linear Model (glm),0.9801305032150794
What model Accepts Case Weights?,Generalized Linear Model (glm),0.7817983096389308
Generalized Linear Model?,Generalized Linear Model (glm),0.638184653498508
Model that has Linear Classifier?,Generalized Linear Model (glm),0.7776708015435478
Model that has Two Class Only?,Generalized Linear Model (glm),0.7668611492922448
Model for Classification?,Boosted Generalized Linear Model (glmboost),0.9336049808767143
Model for Regression?,Boosted Generalized Linear Model (glmboost),0.8674791408972374
What model Accepts Case Weights?,Boosted Generalized Linear Model (glmboost),0.7535665349423472
Model that has Boosting?,Boosted Generalized Linear Model (glmboost),0.8375682869257874
Ensemble Model?,Boosted Generalized Linear Model (glmboost),0.778694510973577
Generalized Linear Model?,Boosted Generalized Linear Model (glmboost),0.6051520684823832
Model that has Linear Classifier?,Boosted Generalized Linear Model (glmboost),0.752887913132646
Model that has Two Class Only?,Boosted Generalized Linear Model (glmboost),0.8581339853655012
Model for Classification?,glmnet (glmnet_h2o),0.9179067030455279
Model for Regression?,glmnet (glmnet_h2o),0.923432505141743
Generalized Linear Model?,glmnet (glmnet_h2o),0.7062191527650612
