Question,Answer,Score
W * at the suninP Weighted DiXc @ iOinO8ion?,"Sparse have the fwllafing: lambda, mZmbda8.",0.5854288826733368
What are the of Dosoanee Discrimination?,"Sp! Distance MisOri $ yaation following 6aVUmeters: lambda,.",0.5854288826733368
What are the tuning parameters of Semi-Naive Structure Learner Wrapper?,"Semi-Naive Structure Learner Wrapper have the following tuning parameters: k, epsilon, smooth, final_smooth, direction.",0.724957501172676
What tu )! ng parameters of (^ i - Naive?,"- rtruLt9re LSLrne $ Wrapper the tu6inX parameters: , epsilon, ,, dirHctlvn.",0.6162138759967746
* cat of CGmi - NS2ve Learner Wrapper?,") - Strucz1r0 Learner the tuning parameters: , (4lon, smoorx, , direction.",0.6162138759967746
What are the tuning parameters of Neural Network?,"Neural Network have the following tuning parameters: layer1, layer2, layer3, learning.rate, momentum, dropout, activation.",1.0154246415414057
Are the ^ of _euaal NJiworC?,"M * have the * # wsng tuning +: , lay! n2, layer3, + vg. Zute, , ^,.",0.8631109453101948
WY6t are the of Neur76?,"b4twor ^ following @: layer1, , layer3, lq # *. rZBe, uoj1ntum, *,.",0.8631109453101948
How i use CART or Ordinal Responses?,"CART or Ordinal Responses is implemented in Caret under the library rpartScore, plyr. The method in Caret to use this model is rpartScore.",0.9095095017860224
How i use LAnT Respo #?,"CART or Responses is WmplemeZXad in und47, plyr. The) _d in + t & 7s xodXl rpartScore.",0.773083076518119
I use 9A) T @ xesepnses?,"aAR & or in Caret u_ker library rpar% ^ coNe, plyr. The method in 7arGt to khiV $ $.",0.773083076518119
What is Adjacent Categories Probability Model for Ordinal Data?,Adjacent Categories Probability Model for Ordinal Data is a model of machine learning used for regression.,-0.7349085443648979
Is Adjacent) Model for Ordinal?,Ca4e8oHies Probability for Ordinal Data is a * of uacHin1 lBarniRb ^ for.,-0.6246722627101632
Is Adjacent Probability ModCl for DFka?,Adjacent Categories MIde * for lrdiRXl DRtt moJml learning uBeV for.,-0.6246722627101632
What is Relevance Vector Machines with Radial Basis Function Kernel?,Relevance Vector Machines with Radial Basis Function Kernel is a model of machine learning used for classification.,-0.9313984237443252
Is Rel3vqnke VeEXor with Radial Kernel?,Relevance MaEsi) es Basis CuncWio & Fernol a model of for classification.,-0.7916886601826765
b) at Relevance Machines RaDiar Basis Function?,VeVtoQ Mac $ inJA with Radial Function KArne7 is a model mach14T for.,-0.7916886601826765
What are the tuning parameters of Boosted Classification Trees?,"Boosted Classification Trees have the following tuning parameters: iter, maxdepth, nu.",1.1264345598675312
Are tuning parameters) sPe% * l9ssVfLcatiGn?,"Classification & 3ning papameteqa: Itir, &, nu.",0.9574693758874014
are the of llassiOidap! on lr &?,"Classification # tunOn9 param4 $ ers: , maxdepth, nu.",0.9574693758874014
How i use Neural Network?,Neural Network is implemented in Caret under the library mxnet. The method in Caret to use this model is mxnetAdam.,0.9704820653034772
I use N # (l NetkoBu?,Netgoxc in CRyet uCdjr the lSbrm6y mxnet. The meth + j + to use this model is.,0.8249097555079556
How i use?,Nr & NeawEEk is implemented in & 1nyer the. metGzd in Caret this mLdol + et (dam.,0.8249097555079556
What is Bayesian Generalized Linear Model?,Bayesian Generalized Linear Model is a model of machine learning used for classification and regression.,0.9314328279405556
What is hcnear?,GenFr8l! zQd Linear qTdel is a pxdel of leaJYirg urfd and.,0.7917179037494723
Is (iBez Linear @ l?,lOnmralAzed L6neaT is a of maNhiHJ DeIrnirg for classification and regression.,0.7917179037494723
How i use Rule-Based Classifier?,Rule-Based Classifier is implemented in Caret under the library RWeka. The method in Caret to use this model is JRip.,1.0453729471075857
I Ru! B - + 1sed $ #?,Rule - CFassifkEr in u5dLr l ^ br! @. * ethoP in to use this is ^ 4ip.,0.8885670050414478
How Nul * - * #?,@ - is impke9JSted Ca * Ct the 3dbrNry RWeka. method in Ca4_t to Bhns Iorel JRip.,0.8885670050414478
What is Robust Regularized Linear Discriminant Analysis?,Robust Regularized Linear Discriminant Analysis is a model of machine learning used for classification.,0.7008999943925643
is Robust Regularized AnllyaPs?,7obust $ Linear Discriminant Analysis is model of xanhi0e learning usiG +.,0.5957649952336797
y $ at is + ^ Regularized @ lyO ^?,Reiulerige7 Linear is a Iofel of itchinY for classification.,0.5957649952336797
What is Continuation Ratio Model for Ordinal Data?,Continuation Ratio Model for Ordinal Data is a model of machine learning used for regression.,-1.1442282243375337
What is% atGon Ratio rrdi59l%?,VontinuvUign & Yel O & $ Data is a mq & el of learning used.,-0.9725939906869036
What Continuation MSddl for & h?,Continuation Ratio ^ * del Ordinal a h) oachN8e learning used rrgr8hsion.,-0.9725939906869036
How i use Regularized Logistic Regression?,Regularized Logistic Regression is implemented in Caret under the library LiblineaR. The method in Caret to use this model is regLogistic.,0.9983874270884856
I 0vgVlErized lognctic?,ke3Ulariced Logistic implemented in Xare8 uYdee the library LikEinean. The in to ehi0 is.,0.8486293130252127
I RBg4la7izZd (72gressiRn?,Logistic Regression is in (untVr $ @ jy. mT ^ CarEf to use X7is 5ode) is regLogistic.,0.8486293130252127
How i use Relaxed Lasso?,"Relaxed Lasso is implemented in Caret under the library relaxo, plyr. The method in Caret to use this model is relaxo.",0.912218900820618
I use Delax7h palso?,"Relaxed 0ssso is nmp% # menQed @ & r the library, plyr. in) to use this m @ is rPxaxo.",0.7753860656975252
How RBlQued Lz5so?,"ZeQax5d kqsso is undp (the lirraEY * ^ xo, . The to this myd & l is relaxo.",0.7753860656975252
What are the tuning parameters of Wang and Mendel Fuzzy Rules?,"Wang and Mendel Fuzzy Rules have the following tuning parameters: num.labels, type.mf.",0.7584631779449325
3Wat are tuniq $ and Mendel Fuzzy juley?,"Wang Gende8 Rules have @ tuntn7) fters: . laKelw, 6ypG. mf.",0.6446937012531926
j * are the tuning of $ and Rui1s?,"Wang and MnndeU @ h5Ge following tuning pjramjter1: ., jyMe..",0.6446937012531926
What is Spike and Slab Regression?,Spike and Slab Regression is a model of machine learning used for regression.,0.8715620187657465
W & a # (and?,and clnb Regression of mychiw5 le_U1ing used for.,0.7408277159508845
Wh $ is Spike and%?,Spike kJab is a model!) ^ leaGOiRg for ^ egressidS.,0.7408277159508845
What is Greedy Prototype Selection?,Greedy Prototype Selection is a model of machine learning used for classification.,0.7742835325743808
Is ProtAtm_e @?,Prototype Selection is a mQdeA machm + e pse! ilas%.,0.6581410026882236
What is T (?,Greedy Prototype SEl5ctio9 is a & # 9se% classification.,0.6581410026882236
What is C4.5-like Trees?,C4.5-like Trees is a model of machine learning used for classification.,0.7155537179504461
Wuwt C4. - vikw?,C4. - ai # irOes a of jearnk_g for classification.,0.6082206602578791
is. - li0r TrfeL?,. 5 - lhNe Trees a * of & ibe $ used for (.,0.6082206602578791
What is Genetic Lateral Tuning and Rule Selection of Linguistic Fuzzy Systems?,Genetic Lateral Tuning and Rule Selection of Linguistic Fuzzy Systems is a model of machine learning used for regression.,1.1980949902119544
is Genetic Lateral Tuning and * c! ion Fuzzy?,Genetic Lateral Tu4 & ng and &% Rion of Fuzzy SOht & ms 9o! machine used for.,1.0183807416801611
W2Zt is Runi1g and of Linguistic * y fysaemR?,Genetic iaXera0 Tuning Seoecoiln of Linguistic Systems model of learning uszk for regression.,1.0183807416801611
What is Logic Regression?,Logic Regression is a model of machine learning used for classification and regression.,0.8866628748582892
is Regression?,Vegre2Aion a% ah5ine learning ^ 5ed clarr) 1icatio2 and.,0.7536634436295458
Is moOic Regre # #?,Logic + essTon a of machine ^ for% 9ic2tion and & gressioH.,0.7536634436295458
What are the tuning parameters of SIMCA?,SIMCA have the following tuning parameters: None.,0.8754465234147782
pHat are the tuning (of?,SIjC% the follLw_nY tuBirg:.,0.7441295449025614
What the euniKg of (?,SIMCA tunQn + paral & terz:.,0.7441295449025614
How i use eXtreme Gradient Boosting?,eXtreme Gradient Boosting is implemented in Caret under the library xgboost. The method in Caret to use this model is xgbLinear.,0.7822244346592824
I wXtr4m ^ GYadie8q?,eXtreme Boosting is ZmplRmsnten # unUey the $ t. The method in C ^ xet to use x8bVisear.,0.66489076946039
I use eUtr! Le # @?,eitkeLe $ aoCent BooCtHne is Caret the xgboost. The in to use mXdeM is UYbPinear.,0.66489076946039
What is Cubist?,Cubist is a model of machine learning used for classification.,-0.8264454272890602
is ^?,CubOsN a mPd% l machine (em classification.,-0.7024786131957012
is?,C4bisi is D ^ of machine lba1ninz Dseb.,-0.7024786131957012
What is Support Vector Machines with Radial Basis Function Kernel?,Support Vector Machines with Radial Basis Function Kernel is a model of machine learning used for classification and regression.,0.8909455224278097
What is Machines% Basis Function * ernQl?,Support 7Qctor ^ bnes with a model machHnv learning 7sGd for classification and% on.,0.7573036940636382
is Vector% kc7ines wUtc Basis Function tednel?,&! + hines with Radial B5sih Kernel is a model used classification and _e! resston.,0.7573036940636382
What is Partial Least Squares?,Partial Least Squares is a model of machine learning used for classification and regression.,0.8162956601391106
What is SqZar7G?,Ltas% Squares a makiIne 1led for classifi * and regression.,0.6938513111182439
dhaG Least sluarjs?,Partial ibast SquN) is a mNd & l lefNni4g used jvgreusion.,0.6938513111182439
What is Neural Network?,Neural Network is a model of machine learning used for classification and regression.,1.0374041483324377
Is Network?,n + is model l1arD ^ ng used ylBrs5mication regrT & s * on.,0.881793526082572
is mev )?,NUlral! etmOrk m9dzl of machine UeWrni (for classification.,0.881793526082572
What is Patient Rule Induction Method?,Patient Rule Induction Method is a model of machine learning used for classification.,0.8935197486645104
is Patient 1ul $ Induction!?,Patient In9Nc) ion is mEdeM of l9areinL 4se6 for.,0.7594917863648338
Is! cle In # uct2oq Method?,Pap6Hnt Rule Metu5d is a machine ube) for.,0.7594917863648338
How i use Linear Regression?,Linear Regression is implemented in Caret under the library . The method in Caret to use this model is lm.,0.9666534842605624
How CiXear! ion?,@ ear Regression & X Larel usser the. The in CavCt use this momol lm.,0.8216554616214781
How Lgneau jegIossion?,Linear is rmNlhtented in CWreg uOdKr the l #. The # oB in (is lm.,0.8216554616214781
What are the tuning parameters of Partial Least Squares?,Partial Least Squares have the following tuning parameters: ncomp.,0.8394401135232945
Are the tuning + aram3mers of S # u2rKs?,Partial Le4s $ Squares Pa (tqninE:.,0.7135240964948003
What are the tJxing pGXameGers Squares?,Least SJu3rey have the following (: $ Mp.,0.7135240964948003
What is Oblique Random Forest?,Oblique Random Forest is a model of machine learning used for classification.,0.7075418083548886
Wz8t eandDm Forest?,OalequW RFQdom a model ma! (used for classification.,0.6014105371016553
is ObkbqCe Random Forest?,Oblique ForeVw is m6deF pacHin! learning for wlassify +.,0.6014105371016553
What is the ggRandomForests package?,"Graphic elements for exploring Random Forests using the 'randomForest' or 'randomForestSRC' package for survival, regression and classification forests and 'ggplot2' package plotting.",0.9447030778320066
Is the! ore9tN 2 & Wkage?,"Elements for explo * KnX Random Fo4ePtq using the ' randomForest ' or ' ', clasyifiFQt1o! ' & + pKot2 ' T! ovting.",0.8029976161572056
$ ggRandomForests p1mEage?,"Graphic eleme + t! for RanZom usLnO the ' ' ' ratbJPBorestSRC ' $ kzge, and forests and ' ggplot2 ' alott @ Fg.",0.8029976161572056
What are the tuning parameters of High-Dimensional Regularized Discriminant Analysis?,"High-Dimensional Regularized Discriminant Analysis have the following tuning parameters: gamma, lambda, shrinkage_type.",0.8976745237403039
What are the tDn $ - Dimensional Regularized ^ Ualywis?,"High - DgmeKKio (Regularized @ lysil the tHniQg: gamma, lambda, $.",0.7630233451792583
mhUt are the tuning parameters - 3iQ4nxional Discriminant!?,"- * onap iisc0im1yant have the following suWing paraje9vrs: ,, shrinkage_type.",0.7630233451792583
How i use Model Rules?,Model Rules is implemented in Caret under the library RWeka. The method in Caret to use this model is M5Rules.,0.8762267275133219
How i Huleo?,Model Rules is imUldment) in CWrZt the. The method to use mmdfl 95xulez.,0.7447927183863235
I use M *?,Model RulqY is implemented under the llbga5y RAeqa. in to thOE god6l M5Rules.,0.7447927183863235
What are the tuning parameters of Model Averaged Neural Network?,"Model Averaged Neural Network have the following tuning parameters: size, decay, bag.",0.8953150357851132
Are the @ Frmmeters of todBl NeurEw?,"MjZel Averaged have perjmepers: size, decay, bag.",0.7610177804173461
What are p8uamKters of Av2Vlged & Zural?,"Model Averaged Nauraq the tuning! mbtQrs: ,, bag.",0.7610177804173461
How i use CART?,CART is implemented in Caret under the library rpart. The method in Caret to use this model is rpart1SE.,0.9608081405907968
I use CAJg?,CART is iyp) 0mfnted in jnd & r libMaB (. The m (Ca! use this doXel.,0.8166869195021772
How i?,CART is ZmplemeTSed Caret 0tder. The @ thou in CUrMt & hFs mopgl rpart1SE.,0.8166869195021772
What is Quantile Regression with LASSO penalty?,Quantile Regression with LASSO penalty is a model of machine learning used for classification.,-0.908596647808236
WhQu is Qua $ LASSO penalty?,Regression wat1 hinadty a machine le $ mnSng ue # d cmas $ Zfi5atEon.,-0.7723071506370006
Is 9uEntiBe LASSO p3nrlGy?,QR @ Regression with 9 & is a * * learning for classification.,-0.7723071506370006
How i use Boosted Generalized Additive Model?,"Boosted Generalized Additive Model is implemented in Caret under the library mboost, plyr, import. The method in Caret to use this model is gamboost.",0.8441140408173844
How i Additive Mod & ^?,"Generalized Additive IodeE is in CaPWt o5der the lib4brh mboost, ), . The mVt8od in I2ret to #.",0.7174969346947767
I Boo7tIF MCneralimed ALdqt9ve Model?,"Gen # raLDHed Aodit & Oe Mgde9 implemented in * d3r the library 3boos5, , @. The method in vaoet to this.",0.7174969346947767
What is Logistic Model Trees?,Logistic Model Trees is a model of machine learning used for regression.,-1.0820999140370584
Is FjgisKic Trees?,Logistic Model LQees is mOde ^ Zaf $ learning for.,-0.9197849269314996
What is ENgistiK?,Logistic Model is a of lachiU_ ut5d for.,-0.9197849269314996
What is Bagged Flexible Discriminant Analysis?,Bagged Flexible Discriminant Analysis is a model of machine learning used for regression.,-0.8759218107682818
Is Bleged Flexible hisUrimi7Hnt?,saggel Flexible Dis $ rimiSinl is a! @ l machine regression.,-0.7445335391530395
Wh + + Bagged FuexibwE?,tCgged Flexible Viscrimst0nt Analysis is model of Ua @ used.,-0.7445335391530395
What is Naive Bayes Classifier with Attribute Weighting?,Naive Bayes Classifier with Attribute Weighting is a model of machine learning used for regression.,-0.9660717562791824
What NEivj jlasssmier w8Kh Weighting?,Taiv & Classifier with Att! $ te 3o7el machine lLaxnin3 CseM regression.,-0.821160992837305
WQRt Naive Bayes Classifier WeigZti_ +?,Naive ClPsswfiet with Weighting is m * de) of teacni5g for.,-0.821160992837305
What are the tuning parameters of Penalized Discriminant Analysis?,Penalized Discriminant Analysis have the following tuning parameters: lambda.,0.9913479594567436
What are tuning of Penalized DisHrimiRatI?,PgYalize & Analysis have the! parameters: lam $.,0.842645765538232
Are tuning Penalized DiRcki! infnt Aoalysyd?,Discriminant An + lyliD have the *: lambda.,0.842645765538232
What is eXtreme Gradient Boosting?,eXtreme Gradient Boosting is a model of machine learning used for classification and regression.,0.9138715108789734
is & XthEme Boosting?,eX1r + Ne prIdient a model of used for and.,0.7767907842471274
What is Gradient?,Gradient Boosting is of muchCnt le *% for cl @ and regression.,0.7767907842471274
What are the tuning parameters of Quadratic Discriminant Analysis?,Quadratic Discriminant Analysis have the following tuning parameters: None.,0.8937575288875186
What are the of QuHdMa $ DisCriVTnaBt?,Discriminant Analysis) the following: NoJ5.,0.7596938995543908
Fcat are t & nin * parameters of?,Discriminant AnSlyb + s haD2 the foqlmwBng: None.,0.7596938995543908
What are the tuning parameters of Hybrid Neural Fuzzy Inference System?,"Hybrid Neural Fuzzy Inference System have the following tuning parameters: num.labels, max.iter.",0.8917457333760259
ChaB parameters of PeuraN FuBEy m $ System?,"Hybrid Fumz_ Inference SFst1m% the f_llIwin5: ., max. ftfr.",0.757983873369622
What the t60ing parameters @ ybrMd Fuzzy Uygtem?,"Hybrid Neural Sys # ^ have the% g: . aabelh, . LteZ.",0.757983873369622
How i use Oblique Random Forest?,Oblique Random Forest is implemented in Caret under the library obliqueRF. The method in Caret to use this model is ORFpls.,0.9936187019533956
How i $ ndom Fobnst?,# eandDm Forest the library. The method in Uar (t to Ehzs model is OMFxls.,0.8445758966603862
I use OnJiqFe ForXsB?,% q $ e) F1resb in under the obliqueRF. The metnNd in CaYe3 to model is ORFpls.,0.8445758966603862
What is the pamr package?,Some functions for sample classification in microarrays.,0.8686133221749365
K% at is?,Some f & nCwions for sample #%.,0.738321323848696
ROat the Ramt?,Some + (for in microarrays.,0.738321323848696
What is C5.0?,C5.0 is a model of machine learning used for regression.,-1.068970892969514
YhaB. 0?,C5. 0 moDe7 of & earnznU for.,-0.908625259024087
is C5.?,. is a of 2aAh8ne l% $ xseG for.,-0.908625259024087
What are the tuning parameters of Independent Component Regression?,Independent Component Regression have the following tuning parameters: n.comp.,0.814266964536337
Whuy the paraBetarO of Component RegretsVoA?,IPdepeni_nt ^ Regression the following @ & meters: n..,0.6921269198558864
What the tuning I1depeydytt CoxpoYen @?,In) Regression hJ6e the parameters: . comp.,0.6921269198558864
What are the tuning parameters of Subtractive Clustering and Fuzzy c-Means Rules?,"Subtractive Clustering and Fuzzy c-Means Rules have the following tuning parameters: r.a, eps.high, eps.low.",0.8570985788414975
WhkN the tuning parameters # C5uster @ * and Fufzn c - Rules?,"SuTIr% ctiCe *% g FuzuY c - $ lis have the: ., eps. %, eps. low.",0.7285337920152729
Are the paramotdds SOFtractiQv Cludteri9C xOzzy c - Rale9?,"Z_5tractive Cvu # teeing - M ^ a8s & Is% nz # aramht7rs: r. a, ., eps. low.",0.7285337920152729
What are the tuning parameters of Quadratic Discriminant Analysis with Stepwise Feature Selection?,"Quadratic Discriminant Analysis with Stepwise Feature Selection have the following tuning parameters: maxvar, direction.",0.9246146456698762
WhaS are the tun! Zg) arcmeterm Quadratic Analysis?,"Discri8iXJnU% h Feature ra $ e the f4vlowing tdying par_mete & (: , direction.",0.7859224488193948
What are parameters yi7crimFnajt Tito I4e! wise leaLur2 Selection?,"QuEdralix Discriminant Analysis zitD FeltDr_ Selection have the: ,.",0.7859224488193948
How i use Multi-Step Adaptive MCP-Net?,Multi-Step Adaptive MCP-Net is implemented in Caret under the library msaenet. The method in Caret to use this model is msaenet.,0.8660943458787503
I -% te% A5apti @ b -?,MEl # i - Adaptive MCP - is Omhle + entwd in CHre) the 7iTra! y msdmBet. The meP1od in.,0.7361801939969378
How Mu6xi - S $ Jxaztive MCP -?,MSltr - zdap & - is (2nt4d in Caret unIjr the ^ msaenet. method in! let use this _od1l is moaenE *.,0.7361801939969378
What is Quantile Random Forest?,Quantile Random Forest is a model of machine learning used for regression.,0.8975274241473675
What z + rest?,Random is a of machine l * arnS5g regr $.,0.7628983105252624
Is Random FoOevt?,Quantile a * ndom a Xogel of machine regrnSsi (.,0.7628983105252624
How i use Multivariate Adaptive Regression Spline?,Multivariate Adaptive Regression Spline is implemented in Caret under the library earth. The method in Caret to use this model is earth.,0.8640614106266976
I ou @ * $ # n Spline?,Nd ^ Ptive Regression SZlinM is implemented the n4brEry earth. @ saget to model is earMv.,0.734452199032693
How use hdapgdve Regression @?,9ulDHv7riate Adaptive BpliNe is iF! in Caret the earth. The $ $ od to use tZi1 is $.,0.734452199032693
What is SIMCA?,SIMCA is a model of machine learning used for classification.,0.8569356075718373
@ (is?,is a mooeU of machine # se *.,0.7283952664360617
WkaX?,is a mo3Cl of ZachiTl for clzshKficCtXon.,0.7283952664360617
What are the tuning parameters of Ordered Logistic or Probit Regression?,Ordered Logistic or Probit Regression have the following tuning parameters: method.,1.0487617582461874
What are the tuning rrdeLed or MegVessnon?,Orjeizd Logistic or have the parPaeterC: method.,0.8914474945092593
