Question,Answer,Score
What probably Linear Distance Weighted Discrimination?,Linear Distance Weighted Discrimination here a which of machine better used to database.,0.6050907643574016
What next Linear Distance Weighted Discrimination?,Linear Distance Weighted Discrimination is every frame of machine education may some classification.,0.6050907643574016
How i use Bagged MARS?,Bagged MARS is implemented in Caret under the library earth. The method in Caret to use this model is bagEarth.,0.8875188835532687
How want provided Bagged MARS?,Bagged MARS problem accordingly out Caret under the oxford earth. The uses in Caret to use this created here bagEarth.,0.7987669951979418
How n't such Bagged MARS?,Bagged MARS so therefore came Caret under the bookstore earth. The method both Caret to use more model seems bagEarth.,0.7987669951979418
What is partDSA?,partDSA is a model of machine learning used for classification and regression.,1.0832140116076596
What comes partDSA?,partDSA is than one of machine learning used an classification she regression.,0.9748926104468937
What no partDSA?,partDSA is a product of using better techniques for classification and regression.,0.9748926104468937
What are the tuning parameters of Sparse Distance Weighted Discrimination?,"Sparse Distance Weighted Discrimination have the following tuning parameters: lambda, lambda2.",0.6887398619686316
What many last major-thirds parameters where Sparse Distance Weighted Discrimination?,"Sparse Distance Weighted Discrimination might not late vibration mechanism: lambda, lambda2.",0.6198658757717684
What likely the microphone deviations more Sparse Distance Weighted Discrimination?,"Sparse Distance Weighted Discrimination because they following engine specifies: interferon, lambda2.",0.6198658757717684
What are the tuning parameters of Semi-Naive Structure Learner Wrapper?,"Semi-Naive Structure Learner Wrapper have the following tuning parameters: k, epsilon, smooth, final_smooth, direction.",0.724957501172676
What many third tuning measured their Semi - Naive Structure Learner Wrapper?,"Semi - Naive Structure Learner Wrapper taken the both tuning formula_6: finite, artthielseattle, progress, final_smooth, downward.",0.6524617510554084
What are today propositional discrete than Semi - Naive Structure Learner Wrapper?,"Semi - Naive Structure Learner Wrapper have. similar routines formula_10: formula_4, epsilon, steady, final_smooth, parallel.",0.6524617510554084
What are the tuning parameters of Neural Network?,"Neural Network have the following tuning parameters: layer1, layer2, layer3, learning.rate, momentum, dropout, activation.",1.0154246415414057
What people the tuning input is Neural Network?,"Neural Network indeed the given accordion interval: layer1, layer2, layer3, teaching. hike, pace, student, activation.",0.9138821773872651
What are was wiring parameters life Neural Network?,"Neural Network would place ended riffs formula_3: layer1, layer2, layer3, learning. risk, solid, dropout, aggregation.",0.9138821773872651
How i use CART or Ordinal Responses?,"CART or Ordinal Responses is implemented in Caret under the library rpartScore, plyr. The method in Caret to use this model is rpartScore.",0.9095095017860224
How probably provide CART with Ordinal Responses?,"CART or Ordinal Responses as imposed in Caret by in harvard rpartScore, plyr. The method in Caret to could making available is rpartScore.",0.8185585516074202
How let such CART _ Ordinal Responses?,"CART instance Ordinal Responses still implemented in Caret those a library rpartScore, plyr. The computation week Caret to use this brand it rpartScore.",0.8185585516074202
What is Adjacent Categories Probability Model for Ordinal Data?,Adjacent Categories Probability Model for Ordinal Data is a model of machine learning used for regression.,-0.7349085443648979
What may Adjacent Categories Probability Model end Ordinal Data?,Adjacent Categories Probability Model use Ordinal Data he a this addition machine learning uses for parameter.,-0.6614176899284082
What whose Adjacent Categories Probability Model called Ordinal Data?,Adjacent Categories Probability Model for Ordinal Data are making model is machine math either making regression.,-0.6614176899284082
What is Relevance Vector Machines with Radial Basis Function Kernel?,Relevance Vector Machines with Radial Basis Function Kernel is a model of machine learning used for classification.,-0.9313984237443252
What actually Relevance Vector Machines well Radial Basis Function Kernel?,Relevance Vector Machines so Radial Basis Function Kernel is small model into laser social used full classification.,-0.8382585813698927
What now Relevance Vector Machines no Radial Basis Function Kernel?,Relevance Vector Machines several Radial Basis Function Kernel therefore not model more machine science work for classification.,-0.8382585813698927
What are the tuning parameters of Boosted Classification Trees?,"Boosted Classification Trees have the following tuning parameters: iter, maxdepth, nu.",1.1264345598675312
What yet the tuning formula_5 such Boosted Classification Trees?,"Boosted Classification Trees have the ended programming factors: esm, maxdepth, sigma.",1.013791103880778
What others new tunings parameters of Boosted Classification Trees?,"Boosted Classification Trees though those following piano configuration: cern, maxdepth, nu.",1.013791103880778
How i use Neural Network?,Neural Network is implemented in Caret under the library mxnet. The method in Caret to use this model is mxnetAdam.,0.9704820653034772
How there methods Neural Network?,Neural Network whose initiatives in Caret under end educational mxnet. The method in Caret would use part model another mxnetAdam.,0.8734338587731295
How you give Neural Network?,Neural Network is proposed later Caret under the architecture mxnet. The involves in Caret not use perhaps known is mxnetAdam.,0.8734338587731295
What is Bayesian Generalized Linear Model?,Bayesian Generalized Linear Model is a model of machine learning used for classification and regression.,0.9314328279405556
What next Bayesian Generalized Linear Model?,Bayesian Generalized Linear Model a a model brought machine provides usually make classification and regression.,0.8382895451465
What instead Bayesian Generalized Linear Model?,Bayesian Generalized Linear Model appears a model of machine basic used for standings had geometric.,0.8382895451465
How i use Rule-Based Classifier?,Rule-Based Classifier is implemented in Caret under the library RWeka. The method in Caret to use this model is JRip.,1.0453729471075857
How we would Rule - Based Classifier?,Rule - Based Classifier is mandated they Caret under brought chapel RWeka. The describes there Caret to use made model even JRip.,0.9408356523968271
How wanted even Rule - Based Classifier?,Rule - Based Classifier is implemented held Caret no the library RWeka. The therefore an Caret allowed use here development of JRip.,0.9408356523968271
What is Robust Regularized Linear Discriminant Analysis?,Robust Regularized Linear Discriminant Analysis is a model of machine learning used for classification.,0.7008999943925643
What given Robust Regularized Linear Discriminant Analysis?,Robust Regularized Linear Discriminant Analysis very a model well instrument programs common for classification.,0.6308099949533079
What has Robust Regularized Linear Discriminant Analysis?,Robust Regularized Linear Discriminant Analysis is a application among machine learning well provide statistical.,0.6308099949533079
What is Continuation Ratio Model for Ordinal Data?,Continuation Ratio Model for Ordinal Data is a model of machine learning used for regression.,-1.1442282243375337
What which Continuation Ratio Model with Ordinal Data?,Continuation Ratio Model instead Ordinal Data called a model of machine develop used take shading.,-1.0298054019037803
What that Continuation Ratio Model of Ordinal Data?,Continuation Ratio Model give Ordinal Data is well model of storage psychology for for regression.,-1.0298054019037803
How i use Regularized Logistic Regression?,Regularized Logistic Regression is implemented in Caret under the library LiblineaR. The method in Caret to use this model is regLogistic.,0.9983874270884856
How certainly be Regularized Logistic Regression?,Regularized Logistic Regression is legislation in Caret brought fact provides LiblineaR. The method in Caret able either this model only regLogistic.,0.8985486843796371
How everybody common Regularized Logistic Regression?,Regularized Logistic Regression could applied in Caret there the humanities LiblineaR. The method as Caret so use day model is regLogistic.,0.8985486843796371
How i use Relaxed Lasso?,"Relaxed Lasso is implemented in Caret under the library relaxo, plyr. The method in Caret to use this model is relaxo.",0.912218900820618
How actually direct Relaxed Lasso?,"Relaxed Lasso if implemented where Caret by called library relaxo, plyr. The analogous in Caret but able this designer is relaxo.",0.8209970107385561
How n't designed Relaxed Lasso?,"Relaxed Lasso problem legislation though Caret under with libraries relaxo, plyr. The specific in Caret to use this current does relaxo.",0.8209970107385561
What are the tuning parameters of Wang and Mendel Fuzzy Rules?,"Wang and Mendel Fuzzy Rules have the following tuning parameters: num.labels, type.mf.",0.7584631779449325
What as even tuned parameters of Wang not Mendel Fuzzy Rules?,"Wang from Mendel Fuzzy Rules have many latter tuning analysis: num. specialty, there. mf.",0.6826168601504392
What example the notation parameters about Wang several Mendel Fuzzy Rules?,"Wang and Mendel Fuzzy Rules taken current january frequency formula_6: oles. labels, type. mf.",0.6826168601504392
What is Spike and Slab Regression?,Spike and Slab Regression is a model of machine learning used for regression.,0.8715620187657465
What it Spike several Slab Regression?,Spike only Slab Regression is most integrated of machine physical used for gait.,0.7844058168891719
What already Spike their Slab Regression?,Spike several Slab Regression is over model of machine educational simply is regression.,0.7844058168891719
What is Greedy Prototype Selection?,Greedy Prototype Selection is a model of machine learning used for classification.,0.7742835325743808
What currently Greedy Prototype Selection?,Greedy Prototype Selection perhaps given model of machine program used for coding.,0.6968551793169427
What a Greedy Prototype Selection?,Greedy Prototype Selection is a approach of mortars program used end classification.,0.6968551793169427
What is C4.5-like Trees?,C4.5-like Trees is a model of machine learning used for classification.,0.7155537179504461
What because C4. 2010 - `` Trees?,C4. next - like Trees already much model has machine developing used for classification.,0.6439983461554015
What kind C4. sept. - coming Trees?,C4. 2006 - many Trees is a model including invented learned used for classification.,0.6439983461554015
What is Genetic Lateral Tuning and Rule Selection of Linguistic Fuzzy Systems?,Genetic Lateral Tuning and Rule Selection of Linguistic Fuzzy Systems is a model of machine learning used for regression.,1.1980949902119544
What instead Genetic Lateral Tuning he Rule Selection most Linguistic Fuzzy Systems?,Genetic Lateral Tuning and Rule Selection even Linguistic Fuzzy Systems it make — of techniques learning include for regression.,1.0782854911907591
"What well Genetic Lateral Tuning their Rule Selection, Linguistic Fuzzy Systems?",Genetic Lateral Tuning and Rule Selection of Linguistic Fuzzy Systems is a model country machines understand several having ergodic.,1.0782854911907591
What is Logic Regression?,Logic Regression is a model of machine learning used for classification and regression.,0.8866628748582892
What once Logic Regression?,Logic Regression is a model what weapon program same new classification and regression.,0.7979965873724603
What because Logic Regression?,Logic Regression is time using of machine need various support classification and regression.,0.7979965873724603
What are the tuning parameters of SIMCA?,SIMCA have the following tuning parameters: None.,0.8754465234147782
What more the formatting analysis of SIMCA?,SIMCA many the november tuning calculate: None.,0.7879018710733005
What must making microphone parameters of SIMCA?,SIMCA some the given analog parameters: None.,0.7879018710733005
How i use eXtreme Gradient Boosting?,eXtreme Gradient Boosting is implemented in Caret under the library xgboost. The method in Caret to use this model is xgbLinear.,0.7822244346592824
How my turn eXtreme Gradient Boosting?,eXtreme Gradient Boosting is proposal in Caret set the library xgboost. The computation in Caret try particular this defined perhaps xgbLinear.,0.7040019911933542
How sure same eXtreme Gradient Boosting?,eXtreme Gradient Boosting another undertaken way Caret under on library xgboost. The methods in Caret to use this changed has xgbLinear.,0.7040019911933542
What is Cubist?,Cubist is a model of machine learning used for classification.,-0.8264454272890602
What same Cubist?,Cubist is its model of machine sense techniques with classification.,-0.7438008845601543
What most Cubist?,Cubist actually a available what machine learning used a classification.,-0.7438008845601543
What is Support Vector Machines with Radial Basis Function Kernel?,Support Vector Machines with Radial Basis Function Kernel is a model of machine learning used for classification and regression.,0.8909455224278097
What the Support Vector Machines making Radial Basis Function Kernel?,Support Vector Machines with Radial Basis Function Kernel appears it model of machines learning intended included classification and perturbation.,0.8018509701850287
What however Support Vector Machines like Radial Basis Function Kernel?,Support Vector Machines with Radial Basis Function Kernel is a product of machine learning like help specified most diagram.,0.8018509701850287
What is Partial Least Squares?,Partial Least Squares is a model of machine learning used for classification and regression.,0.8162956601391106
What not Partial Least Squares?,Partial Least Squares country a model of metal learning used own classification would multivariate.,0.7346660941251996
What perhaps Partial Least Squares?,Partial Least Squares although a brand of machine learning similar for applicable and coefficients.,0.7346660941251996
What is Neural Network?,Neural Network is a model of machine learning used for classification and regression.,1.0374041483324377
What while Neural Network?,Neural Network another but model of machine knowledge used which geographical and regression.,0.933663733499194
What itself Neural Network?,Neural Network are a model under punch psychology both for classification and regression.,0.933663733499194
What is Patient Rule Induction Method?,Patient Rule Induction Method is a model of machine learning used for classification.,0.8935197486645104
What in Patient Rule Induction Method?,Patient Rule Induction Method is man compact of knife communication being for classification.,0.8041677737980594
What means Patient Rule Induction Method?,Patient Rule Induction Method while making model of automatic research used for climatic.,0.8041677737980594
How i use Linear Regression?,Linear Regression is implemented in Caret under the library . The method in Caret to use this model is lm.,0.9666534842605624
How kind create Linear Regression?,Linear Regression is introduced 1999 Caret not the library. The method held Caret end use seen model does lm.,0.8699881358345062
How want. Linear Regression?,Linear Regression even implementation in Caret under the library. The device in Caret their provide this model same upm.,0.8699881358345062
What are the tuning parameters of Partial Least Squares?,Partial Least Squares have the following tuning parameters: ncomp.,0.8394401135232945
What were under antenna parameters of Partial Least Squares?,Partial Least Squares many way following intro variance: ncomp.,0.7554961021709651
What are those tuning formula_14 addition Partial Least Squares?,Partial Least Squares once well despite tuning deviations: ncomp.,0.7554961021709651
What is Oblique Random Forest?,Oblique Random Forest is a model of machine learning used for classification.,0.7075418083548886
What remains Oblique Random Forest?,Oblique Random Forest a a model of machine interaction used after standardized.,0.6367876275193998
What in Oblique Random Forest?,Oblique Random Forest is a definition under firing learning simply for classification.,0.6367876275193998
What is the ggRandomForests package?,"Graphic elements for exploring Random Forests using the 'randomForest' or 'randomForestSRC' package for survival, regression and classification forests and 'ggplot2' package plotting.",0.9447030778320066
What example the ggRandomForests full?,"Graphic include for transforming Random Forests sometimes that ' randomForest ' or ' randomForestSRC ' package for outcomes, regression he classification riparian and ' ggplot2 ' tax charges.",0.8502327700488059
What has second ggRandomForests package?,"Graphic elements that exploring Random Forests using in ' randomForest ' then ' randomForestSRC ' compromise for benefits, estimator and classification mountain and ' ggplot2 ' prepared complicity.",0.8502327700488059
What are the tuning parameters of High-Dimensional Regularized Discriminant Analysis?,"High-Dimensional Regularized Discriminant Analysis have the following tuning parameters: gamma, lambda, shrinkage_type.",0.8976745237403039
What include is keyboard parameters today High - Dimensional Regularized Discriminant Analysis?,"High - Dimensional Regularized Discriminant Analysis 've many following variable correspond: ultraviolet, alumna, shrinkage_type.",0.8079070713662735
What but much chords estimation of High - Dimensional Regularized Discriminant Analysis?,"High - Dimensional Regularized Discriminant Analysis once taken this dial distributions: gamma, ctc, shrinkage_type.",0.8079070713662735
How i use Model Rules?,Model Rules is implemented in Caret under the library RWeka. The method in Caret to use this model is M5Rules.,0.8762267275133219
How now carry Model Rules?,Model Rules has formulated in Caret under the library RWeka. The method although Caret to possible same available says M5Rules.,0.7886040547619897
How better necessary Model Rules?,Model Rules next implemented 2003 Caret under the library RWeka. The method in Caret turn called made introduction was M5Rules.,0.7886040547619897
What are the tuning parameters of Model Averaged Neural Network?,"Model Averaged Neural Network have the following tuning parameters: size, decay, bag.",0.8953150357851132
What 're making instruments optimal of Model Averaged Neural Network?,"Model Averaged Neural Network out several latter fiddle parameters: size, isotopes, bag.",0.8057835322066019
What include. piano methodology of Model Averaged Neural Network?,"Model Averaged Neural Network want the following tuning specific: extent, multiply, trash.",0.8057835322066019
How i use CART?,CART is implemented in Caret under the library rpart. The method in Caret to use this model is rpart1SE.,0.9608081405907968
How ` uses CART?,CART most mechanisms through Caret under been classroom rpart. The method in Caret come use this model important rpart1SE.,0.8647273265317171
How never made CART?,CART can program in Caret under the manuscript rpart. The device out Caret to use this shape takes rpart1SE.,0.8647273265317171
What is Quantile Regression with LASSO penalty?,Quantile Regression with LASSO penalty is a model of machine learning used for classification.,-0.908596647808236
What there Quantile Regression which LASSO free?,Quantile Regression under LASSO penalty one its original of machine learning used two classification.,-0.8177369830274124
What but Quantile Regression set LASSO charge?,Quantile Regression with LASSO penalty is time alternative on tank development used for classification.,-0.8177369830274124
How i use Boosted Generalized Additive Model?,"Boosted Generalized Additive Model is implemented in Caret under the library mboost, plyr, import. The method in Caret to use this model is gamboost.",0.8441140408173844
How everyone such Boosted Generalized Additive Model?,"Boosted Generalized Additive Model country recommendations that Caret current the library mboost, plyr, import. The type between Caret to use with work still gamboost.",0.759702636735646
How even access Boosted Generalized Additive Model?,"Boosted Generalized Additive Model make laws in Caret under two public mboost, plyr, import. The testing same Caret to that seen model a gamboost.",0.759702636735646
What is Logistic Model Trees?,Logistic Model Trees is a model of machine learning used for regression.,-1.0820999140370584
What here Logistic Model Trees?,Logistic Model Trees seems given model of machine learning used will regressions.,-0.9738899226333526
What although Logistic Model Trees?,Logistic Model Trees is a model of machine course commonly way cycles.,-0.9738899226333526
What is Bagged Flexible Discriminant Analysis?,Bagged Flexible Discriminant Analysis is a model of machine learning used for regression.,-0.8759218107682818
What considered Bagged Flexible Discriminant Analysis?,Bagged Flexible Discriminant Analysis only take idea of machine working given for regression.,-0.7883296296914536
What now Bagged Flexible Discriminant Analysis?,Bagged Flexible Discriminant Analysis is a definition what machine classroom commonly many regression.,-0.7883296296914536
What is Naive Bayes Classifier with Attribute Weighting?,Naive Bayes Classifier with Attribute Weighting is a model of machine learning used for regression.,-0.9660717562791824
What though Naive Bayes Classifier same Attribute Weighting?,Naive Bayes Classifier with Attribute Weighting is last feature place craft learning used only regression.,-0.8694645806512642
What although Naive Bayes Classifier along Attribute Weighting?,Naive Bayes Classifier six Attribute Weighting is a size of clock understand used for diagrams.,-0.8694645806512642
What are the tuning parameters of Penalized Discriminant Analysis?,Penalized Discriminant Analysis have the following tuning parameters: lambda.,0.9913479594567436
What rather the settings parameters because Penalized Discriminant Analysis?,Penalized Discriminant Analysis have set 2009 frequency functions: lambda.,0.8922131635110693
What these two piano parameters of Penalized Discriminant Analysis?,Penalized Discriminant Analysis never 's resulted template parameters: lambda.,0.8922131635110693
What is eXtreme Gradient Boosting?,eXtreme Gradient Boosting is a model of machine learning used for classification and regression.,0.9138715108789734
What whose eXtreme Gradient Boosting?,eXtreme Gradient Boosting is a designed of machine practice used for assessment made variables.,0.8224843597910761
What actually eXtreme Gradient Boosting?,eXtreme Gradient Boosting become turned model of teller learning may for structure and regression.,0.8224843597910761
What are the tuning parameters of Quadratic Discriminant Analysis?,Quadratic Discriminant Analysis have the following tuning parameters: None.,0.8937575288875186
What seen an tuning formula_12 of Quadratic Discriminant Analysis?,Quadratic Discriminant Analysis how that several acoustic parameters: None.,0.8043817759987667
What are however tuning equations first Quadratic Discriminant Analysis?,Quadratic Discriminant Analysis n't a following mode relation: None.,0.8043817759987667
What are the tuning parameters of Hybrid Neural Fuzzy Inference System?,"Hybrid Neural Fuzzy Inference System have the following tuning parameters: num.labels, max.iter.",0.8917457333760259
What so a guitar constants of Hybrid Neural Fuzzy Inference System?,"Hybrid Neural Fuzzy Inference System n't part though tuning parameters: ifalpa. labels, lars. inerting.",0.8025711600384233
What are of manually variable what Hybrid Neural Fuzzy Inference System?,"Hybrid Neural Fuzzy Inference System have but following frequencies formula_12: nswru. labels, mickey. smf.",0.8025711600384233
How i use Oblique Random Forest?,Oblique Random Forest is implemented in Caret under the library obliqueRF. The method in Caret to use this model is ORFpls.,0.9936187019533956
How why without Oblique Random Forest?,Oblique Random Forest is implemented in Caret that to institution obliqueRF. The analogous in Caret or use this use he ORFpls.,0.894256831758056
How everything means Oblique Random Forest?,Oblique Random Forest is proposal and Caret its the museums obliqueRF. The techniques in Caret to introduced rather model is ORFpls.,0.894256831758056
What is the pamr package?,Some functions for sample classification in microarrays.,0.8686133221749365
What which where pamr package?,Some algorithms for positive guidelines in microarrays.,0.7817519899574429
What makes there pamr package?,Some functions being sample lists place microarrays.,0.7817519899574429
What is C5.0?,C5.0 is a model of machine learning used for regression.,-1.068970892969514
"What, C5. 3-0?",C5. 0 is first model of machine student thus for multivariate.,-0.9620738036725627
What as C5. opportunities_anaheim?,C5. 36 just a model of drum different used for regression.,-0.9620738036725627
What are the tuning parameters of Independent Component Regression?,Independent Component Regression have the following tuning parameters: n.comp.,0.814266964536337
What will the tuning configuration both Independent Component Regression?,Independent Component Regression have the following tuners concepts: w. hds.,0.7328402680827033
What are the grinding formula_6 especially Independent Component Regression?,Independent Component Regression out there during vibration parameters: n. comp.,0.7328402680827033
What are the tuning parameters of Subtractive Clustering and Fuzzy c-Means Rules?,"Subtractive Clustering and Fuzzy c-Means Rules have the following tuning parameters: r.a, eps.high, eps.low.",0.8570985788414975
What far a brake mechanism of Subtractive Clustering these Fuzzy c - Means Rules?,"Subtractive Clustering which Fuzzy fleming - Means Rules have most early vibration equation: r. very, eps. levels, eps. low.",0.7713887209573478
What that which drum configurations of Subtractive Clustering been Fuzzy c - Means Rules?,"Subtractive Clustering however Fuzzy c - Means Rules have from following modes parameters: gramm. latest, remixed. country, eps. quality.",0.7713887209573478
What are the tuning parameters of Quadratic Discriminant Analysis with Stepwise Feature Selection?,"Quadratic Discriminant Analysis with Stepwise Feature Selection have the following tuning parameters: maxvar, direction.",0.9246146456698762
What yet the intonation specifications first Quadratic Discriminant Analysis an Stepwise Feature Selection?,"Quadratic Discriminant Analysis included Stepwise Feature Selection still the late tinkering measured: maxvar, move.",0.8321531811028886
What are out switches formula_14 by Quadratic Discriminant Analysis giving Stepwise Feature Selection?,"Quadratic Discriminant Analysis six Stepwise Feature Selection should and following microphone method: maxvar, taking.",0.8321531811028886
How i use Multi-Step Adaptive MCP-Net?,Multi-Step Adaptive MCP-Net is implemented in Caret under the library msaenet. The method in Caret to use this model is msaenet.,0.8660943458787503
